id_municipio,municipio,uf,taxa_2023,taxa_2024,variacao_2023_2024,atingiu_meta_2025,prob_atingir,risco
3545605,Santa Adélia,SP,,64.33,,0,0.626,0.374
3547908,Santo Antônio da Alegria,SP,,67.18,,1,0.626,0.374
3522802,Itaporanga,SP,,70.1,,1,0.626,0.374
3524204,Jaborandi,SP,,67.19,,1,0.626,0.374
3505104,Barbosa,SP,,65.05,,1,0.626,0.374
1702000,Araguaçu,TO,44.49,40.54,-3.95,1,0.626,0.374
3528601,Manduri,SP,,65.64,,0,0.626,0.374
3529807,Mineiros do Tietê,SP,,68.18,,1,0.626,0.374
3532827,Nova Campina,SP,,61.55,,1,0.626,0.374
3503000,Aramina,SP,,72.03,,1,0.626,0.374
2806107,Rosário do Catete,SE,39.18,39.01,-0.17,1,0.626,0.374
3537503,Pereiras,SP,,66.7,,1,0.626,0.374
3540507,Porangaba,SP,,60.38,,0,0.626,0.374
3556008,Urupês,SP,,65.68,,0,0.626,0.374
3519402,Ibirá,SP,,61.64,,1,0.626,0.374
3518503,Guareí,SP,,68.52,,0,0.626,0.374
3521309,Ipuã,SP,,63.8,,0,0.626,0.374
2210904,Socorro do Piauí,PI,68.44,30.86,-37.58,1,0.626,0.374
3505351,Barra do Chapéu,SP,,65.29,,1,0.626,0.374
3506904,Bofete,SP,,69.75,,0,0.626,0.374
4201653,Arvoredo,SC,75.71,77.94,2.23,1,0.626,0.374
3514601,Dumont,SP,,64.5,,1,0.626,0.374
3516606,Gália,SP,,66.68,,0,0.626,0.374
3516903,General Salgado,SP,,67.35,,1,0.626,0.374
3517208,Guaiçara,SP,,60.0,,1,0.626,0.374
3517000,Getulina,SP,,68.1,,1,0.626,0.374
3507704,Braúna,SP,,73.18,,0,0.626,0.374
3509304,Cajobi,SP,,60.42,,1,0.626,0.374
3509908,Cananéia,SP,,59.72,,0,0.626,0.374
3512308,Conchas,SP,,69.48,,1,0.626,0.374
3552908,Taciba,SP,,67.0,,0,0.626,0.374
3553005,Taguaí,SP,,71.38,,1,0.626,0.374
3550001,São Luiz do Paraitinga,SP,,59.66,,1,0.626,0.374
3552700,Tabatinga,SP,63.12,62.05,-1.07,1,0.626,0.374
1721208,Tocantinópolis,TO,34.41,35.44,1.03,1,0.627,0.373
3518206,Guararapes,SP,,71.91,,0,0.627,0.373
3550100,São Manuel,SP,,60.53,,1,0.627,0.373
3539509,Pitangueiras,SP,,67.24,,1,0.627,0.373
3540200,Pontal,SP,,64.47,,0,0.627,0.373
3500105,Adamantina,SP,,66.06,,1,0.627,0.373
3511508,Cerquilho,SP,,69.15,,1,0.627,0.373
3524808,Jales,SP,,70.53,,1,0.627,0.373
3505203,Bariri,SP,,72.3,,1,0.627,0.373
2101251,Bacabeira,MA,51.49,53.73,2.24,0,0.627,0.373
2600302,Agrestina,PE,71.71,64.09,-7.62,1,0.628,0.372
3147709,Passa Tempo,MG,80.61,78.42,-2.19,0,0.628,0.372
3108552,Brasilândia de Minas,MG,76.74,76.71,-0.03,0,0.628,0.372
3144300,Nanuque,MG,60.97,60.09,-0.88,1,0.628,0.372
3128402,Guarani,MG,80.48,77.84,-2.64,1,0.628,0.372
1303007,Nhamundá,AM,68.0,59.5,-8.5,1,0.628,0.372
2105450,Jatobá,MA,72.81,68.34,-4.47,0,0.628,0.372
1507755,Sapucaia,PA,79.88,71.84,-8.04,0,0.629,0.371
2100204,Alcântara,MA,73.46,70.97,-2.49,0,0.629,0.371
2607307,Ipubi,PE,72.0,70.08,-1.92,0,0.629,0.371
2609204,Maraial,PE,69.2,58.48,-10.72,1,0.629,0.371
2108207,Pedreiras,MA,68.1,64.51,-3.59,1,0.629,0.371
3517505,Guapiaçu,SP,,70.54,,0,0.63,0.37
3540804,Potirendaba,SP,,62.55,,0,0.63,0.37
3510807,Casa Branca,SP,,61.98,,0,0.63,0.37
3539202,Pirapozinho,SP,,69.44,,0,0.63,0.37
4205704,Garopaba,SC,70.59,75.75,5.16,0,0.63,0.37
3542404,Regente Feijó,SP,,61.09,,0,0.63,0.37
3556305,Valparaíso,SP,,70.44,,0,0.63,0.37
3132305,Itaipé,MG,63.67,60.31,-3.36,0,0.63,0.37
3537909,Pilar do Sul,SP,,63.33,,1,0.63,0.37
2108009,Pastos Bons,MA,74.16,64.01,-10.15,1,0.631,0.369
3304110,Porto Real,RJ,60.8,63.3,2.5,1,0.631,0.369
3119500,Coronel Murta,MG,65.72,67.56,1.84,1,0.631,0.369
4323606,Vista Alegre do Prata,RS,95.03,85.7,-9.33,1,0.631,0.369
2111508,São Mateus do Maranhão,MA,64.56,66.16,1.6,0,0.631,0.369
3304003,Piraí,RJ,58.8,60.43,1.63,1,0.631,0.369
3503901,Arujá,SP,,60.67,,0,0.631,0.369
2103703,Cururupu,MA,65.83,66.32,0.49,0,0.631,0.369
3547304,Santana de Parnaíba,SP,,60.69,,1,0.631,0.369
3109204,Buenópolis,MG,82.01,75.91,-6.1,1,0.632,0.368
2407906,Monte das Gameleiras,RN,33.36,32.92,-0.44,0,0.632,0.368
2410504,Rafael Fernandes,RN,36.8,39.27,2.47,0,0.632,0.368
5007406,Rio Verde de Mato Grosso,MS,47.3,49.11,1.81,1,0.632,0.368
2801405,Carira,SE,33.52,34.24,0.72,1,0.632,0.368
3554300,Teodoro Sampaio,SP,70.86,72.78,1.92,0,0.632,0.368
3138625,Limeira do Oeste,MG,65.19,59.7,-5.49,1,0.632,0.368
2614600,Tabira,PE,72.93,69.1,-3.83,1,0.632,0.368
1508050,Trairão,PA,70.84,62.19,-8.65,1,0.632,0.368
4110201,Inácio Martins,PR,73.43,70.03,-3.4,0,0.632,0.368
5008404,Vicentina,MS,63.33,54.36,-8.97,0,0.632,0.368
3162302,São João da Mata,MG,78.13,72.0,-6.13,0,0.632,0.368
2510204,Nova Olinda,PB,45.95,38.04,-7.91,0,0.633,0.367
2101806,Benedito Leite,MA,56.0,47.28,-8.72,1,0.633,0.367
3137809,Lambari,MG,68.51,70.13,1.62,1,0.633,0.367
4322343,Ubiretama,RS,100.0,55.6,-44.4,1,0.633,0.367
2925303,Porto Seguro,BA,46.72,45.5,-1.22,1,0.633,0.367
3162906,São João Nepomuceno,MG,68.55,69.83,1.28,0,0.633,0.367
2110807,São Félix de Balsas,MA,43.78,44.69,0.91,1,0.633,0.367
1304005,Silves,AM,40.1,41.71,1.61,1,0.634,0.366
5003488,Dois Irmãos do Buriti,MS,38.16,39.87,1.71,0,0.634,0.366
2105104,Icatu,MA,66.57,68.98,2.41,1,0.634,0.366
2701506,Campo Grande,AL,51.51,37.4,-14.11,1,0.634,0.366
2802601,Graccho Cardoso,SE,20.0,16.67,-3.33,1,0.635,0.365
2507705,Juazeirinho,PB,50.95,45.45,-5.5,1,0.635,0.365
2505279,Curral de Cima,PB,57.14,55.56,-1.58,1,0.635,0.365
2109908,Santa Inês,MA,47.95,50.83,2.88,1,0.635,0.365
3124401,Espírito Santo do Dourado,MG,66.49,66.53,0.04,0,0.635,0.365
2802205,Feira Nova,SE,29.58,26.0,-3.58,0,0.635,0.365
2111631,São Raimundo do Doca Bezerra,MA,56.29,55.35,-0.94,1,0.635,0.365
5000252,Alcinópolis,MS,76.7,63.77,-12.93,1,0.635,0.365
3515806,Flora Rica,SP,,27.27,,1,0.636,0.364
3554755,Trabiju,SP,,47.37,,0,0.636,0.364
3554656,Torre de Pedra,SP,,30.77,,1,0.636,0.364
3522158,Itaoca,SP,,51.85,,1,0.636,0.364
3549250,São João de Iracema,SP,,44.44,,1,0.636,0.364
3553658,Taquaral,SP,,27.27,,0,0.636,0.364
3515657,Fernão,SP,,44.0,,1,0.636,0.364
4109906,Icaraíma,PR,73.26,51.76,-21.5,1,0.636,0.364
3528908,Mariápolis,SP,,48.4,,1,0.636,0.364
3546256,Santa Cruz da Esperança,SP,,42.56,,1,0.636,0.364
3538303,Piquerobi,SP,,45.2,,1,0.636,0.364
4103057,Boa Vista da Aparecida,PR,72.39,53.35,-19.04,0,0.636,0.364
3542800,Ribeira,SP,,53.85,,1,0.636,0.364
3532603,Nhandeara,SP,70.73,70.29,-0.44,0,0.636,0.364
3503158,Arapeí,SP,,37.41,,0,0.636,0.364
1716604,Peixe,TO,46.47,42.93,-3.54,1,0.637,0.363
2910800,Feira de Santana,BA,31.96,33.19,1.23,1,0.637,0.363
3139508,Manhumirim,MG,68.6,68.84,0.24,0,0.637,0.363
3103405,Araçuaí,MG,61.31,62.93,1.62,1,0.637,0.363
2605608,Flores,PE,74.26,68.28,-5.98,1,0.637,0.363
3534708,Ourinhos,SP,50.8,53.77,2.97,1,0.638,0.362
1707652,Figueirópolis,TO,62.36,51.74,-10.62,1,0.638,0.362
3305554,Seropédica,RJ,46.5,50.53,4.03,0,0.638,0.362
2806800,São Domingos,SE,29.59,29.79,0.2,1,0.638,0.362
3538006,Pindamonhangaba,SP,,63.8,,1,0.638,0.362
3117702,Conceição do Rio Verde,MG,89.94,78.17,-11.77,0,0.638,0.362
3523909,Itu,SP,,61.67,,1,0.638,0.362
1600253,Itaubal,AP,55.75,43.57,-12.18,0,0.639,0.361
4217154,São Miguel da Boa Vista,SC,87.5,84.21,-3.29,1,0.639,0.361
3550506,São Pedro do Turvo,SP,,71.42,,1,0.639,0.361
3520004,Igaraçu do Tietê,SP,,77.29,,1,0.639,0.361
3545159,Saltinho,SP,,64.45,,1,0.639,0.361
3511706,Charqueada,SP,,62.5,,1,0.639,0.361
3542008,Quintana,SP,,64.71,,1,0.639,0.361
3512506,Coroados,SP,,72.95,,0,0.639,0.361
2610103,Palmeirina,PE,60.56,59.45,-1.11,1,0.639,0.361
3535002,Palestina,SP,,72.03,,1,0.639,0.361
3532900,Nova Europa,SP,,68.76,,1,0.639,0.361
3541901,Queluz,SP,,68.79,,1,0.639,0.361
2504504,Condado,PB,56.24,46.13,-10.11,1,0.639,0.361
2208007,Picos,PI,52.95,54.93,1.98,1,0.639,0.361
3506508,Birigui,SP,,78.13,,1,0.639,0.361
3538105,Pindorama,SP,,63.37,,1,0.639,0.361
3517802,Guaraçaí,SP,,60.72,,0,0.639,0.361
3527009,Lindóia,SP,,61.13,,1,0.639,0.361
3519501,Ibirarema,SP,,71.85,,0,0.639,0.361
3517901,Guaraci,SP,,73.02,,0,0.639,0.361
3154507,Riacho dos Machados,MG,67.54,70.0,2.46,1,0.64,0.36
3500709,Agudos,SP,,64.6,,0,0.641,0.359
3502408,Anhumas,SP,,57.39,,1,0.641,0.359
3518008,Guarani d'Oeste,SP,,57.14,,1,0.641,0.359
3554607,Timburi,SP,,58.99,,1,0.641,0.359
2100402,Altamira do Maranhão,MA,90.52,73.02,-17.5,0,0.641,0.359
2405900,João Dias,RN,46.15,38.89,-7.26,1,0.641,0.359
3136553,José Raydan,MG,79.09,77.36,-1.73,0,0.642,0.358
3108800,Braúnas,MG,72.23,63.3,-8.93,1,0.642,0.358
2517407,Zabelê,PB,91.18,64.73,-26.45,1,0.642,0.358
5218003,Porangatu,GO,51.66,49.92,-1.74,1,0.643,0.357
3157377,Santa Cruz de Salinas,MG,83.36,72.73,-10.63,1,0.643,0.357
1707702,Filadélfia,TO,11.95,12.63,0.68,0,0.643,0.357
3112703,Capitão Enéas,MG,61.87,63.8,1.93,1,0.643,0.357
3515202,Estrela d'Oeste,SP,,58.91,,1,0.643,0.357
4315313,Quatro Irmãos,RS,52.94,40.0,-12.94,1,0.643,0.357
2610301,Paranatama,PE,74.14,66.67,-7.47,0,0.644,0.356
2516607,Tavares,PB,75.27,67.47,-7.8,0,0.644,0.356
4217006,São Ludgero,SC,65.73,68.64,2.91,0,0.644,0.356
2506251,Gado Bravo,PB,78.26,70.71,-7.55,1,0.644,0.356
2608057,Jatobá,PE,76.14,68.05,-8.09,1,0.644,0.356
3526308,Lagoinha,SP,,65.02,,1,0.644,0.356
3521408,Iracemápolis,SP,,62.26,,1,0.644,0.356
3521200,Iporanga,SP,,65.63,,0,0.644,0.356
3520608,Indiana,SP,,70.59,,1,0.644,0.356
3548005,Santo Antônio de Posse,SP,,62.07,,1,0.644,0.356
2109403,Primeira Cruz,MA,75.54,68.97,-6.57,0,0.644,0.356
2104701,Graça Aranha,MA,72.78,75.68,2.9,0,0.645,0.355
2401651,Bodó,RN,65.0,60.0,-5.0,0,0.645,0.355
4301750,Barão do Triunfo,RS,88.23,4.4,-83.83,1,0.645,0.355
2929206,São Francisco do Conde,BA,30.02,25.66,-4.36,0,0.645,0.355
3526902,Limeira,SP,62.18,62.93,0.75,1,0.646,0.354
2609600,Olinda,PE,59.57,62.29,2.72,0,0.646,0.354
4209805,Leoberto Leal,SC,75.0,62.5,-12.5,0,0.646,0.354
1100122,Ji-Paraná,RO,70.52,66.41,-4.11,0,0.646,0.354
1508126,Ulianópolis,PA,61.76,61.52,-0.24,1,0.646,0.354
3533908,Olímpia,SP,,74.72,,1,0.646,0.354
3304524,Rio das Ostras,RJ,65.82,68.67,2.85,1,0.646,0.354
4209201,Lacerdópolis,SC,70.0,75.0,5.0,0,0.647,0.353
5002159,Bodoquena,MS,44.62,46.43,1.81,1,0.647,0.353
2409605,Pedra Preta,RN,42.11,37.5,-4.61,1,0.647,0.353
3548807,São Caetano do Sul,SP,,66.12,,1,0.647,0.353
3503604,Areiópolis,SP,,75.02,,0,0.648,0.352
3518602,Guariba,SP,,78.67,,0,0.648,0.352
2303501,Cascavel,CE,87.56,82.6,-4.96,0,0.648,0.352
3529658,Mesópolis,SP,,56.25,,1,0.648,0.352
3516804,Gastão Vidigal,SP,,54.3,,1,0.648,0.352
3525854,Jumirim,SP,,50.81,,0,0.648,0.352
3535101,Palmares Paulista,SP,,77.46,,0,0.648,0.352
3513306,Cruzália,SP,,47.06,,0,0.648,0.352
2615805,Tupanatinga,PE,68.57,68.38,-0.19,0,0.648,0.352
3510203,Capão Bonito,SP,,74.63,,1,0.648,0.352
3541505,Presidente Venceslau,SP,,76.57,,1,0.648,0.352
3510401,Capivari,SP,,66.48,,1,0.648,0.352
3547403,Santa Rita d'Oeste,SP,,52.94,,1,0.648,0.352
2917508,Jacobina,BA,30.73,28.49,-2.24,0,0.648,0.352
3554508,Tietê,SP,,62.5,,1,0.648,0.352
3550209,São Miguel Arcanjo,SP,,73.78,,1,0.648,0.352
3139102,Madre de Deus de Minas,MG,69.45,71.05,1.6,0,0.648,0.352
3507456,Borebi,SP,,53.42,,1,0.648,0.352
2510709,Passagem,PB,79.52,66.67,-12.85,1,0.648,0.352
2101103,Axixá,MA,81.88,71.88,-10.0,0,0.649,0.351
4212908,Pinhalzinho,SC,72.34,75.07,2.73,0,0.65,0.35
3512100,Colômbia,SP,,72.63,,0,0.65,0.35
4124004,Santana do Itararé,PR,78.27,54.43,-23.84,0,0.65,0.35
3523602,Itirapina,SP,,69.9,,1,0.65,0.35
3524501,Jaci,SP,,68.06,,1,0.65,0.35
2103109,Cedral,MA,69.8,66.85,-2.95,0,0.651,0.349
2102556,Campestre do Maranhão,MA,64.72,61.7,-3.02,1,0.651,0.349
2612455,Santa Cruz,PE,69.26,69.1,-0.16,1,0.651,0.349
3502200,Angatuba,SP,,59.71,,1,0.651,0.349
3535309,Palmital,SP,,60.32,,1,0.651,0.349
2102036,Bom Jesus das Selvas,MA,63.61,63.18,-0.43,1,0.651,0.349
3517703,Guará,SP,,76.27,,0,0.651,0.349
2209559,São Braz do Piauí,PI,87.8,66.39,-21.41,1,0.651,0.349
3111150,Campo Azul,MG,84.73,73.26,-11.47,1,0.651,0.349
2102408,Cajapió,MA,66.03,64.0,-2.03,1,0.651,0.349
3547700,Santo Anastácio,SP,,79.01,,0,0.651,0.349
3542206,Rancharia,SP,,60.02,,1,0.651,0.349
2100154,Água Doce do Maranhão,MA,67.29,63.75,-3.54,1,0.651,0.349
3158409,Santana de Cataguases,MG,85.23,73.26,-11.97,1,0.651,0.349
2509008,Manaíra,PB,70.52,59.62,-10.9,1,0.652,0.348
5004007,Glória de Dourados,MS,75.56,73.2,-2.36,0,0.652,0.348
2910057,Dias d'Ávila,BA,35.5,32.25,-3.25,0,0.652,0.348
3523404,Itatiba,SP,,73.47,,1,0.652,0.348
2613800,São Vicente Férrer,PE,48.62,42.6,-6.02,1,0.653,0.347
4311908,Marcelino Ramos,RS,73.23,77.7,4.47,1,0.653,0.347
3537156,Pedrinhas Paulista,SP,,67.92,,0,0.653,0.347
3532157,Nantes,SP,,36.18,,1,0.654,0.346
3158102,Santa Maria do Salto,MG,57.42,52.89,-4.53,1,0.654,0.346
5003801,Fátima do Sul,MS,60.8,59.59,-1.21,1,0.654,0.346
1101104,Itapuã do Oeste,RO,98.79,70.62,-28.17,1,0.654,0.346
4312385,Monte Belo do Sul,RS,80.97,76.9,-4.07,1,0.654,0.346
2607208,Ipojuca,PE,68.37,64.15,-4.22,0,0.654,0.346
3140100,Marilac,MG,63.09,56.14,-6.95,1,0.654,0.346
2202505,Caracol,PI,60.97,49.31,-11.66,0,0.654,0.346
3545100,Salmourão,SP,,61.69,,1,0.655,0.345
2105658,Junco do Maranhão,MA,94.78,67.86,-26.92,1,0.655,0.345
3501103,Alto Alegre,SP,,71.82,,1,0.655,0.345
4312476,Morro Reuter,RS,61.32,66.3,4.98,1,0.655,0.345
1100098,Espigão D'Oeste,RO,81.65,69.79,-11.86,1,0.655,0.345
1303403,Parintins,AM,61.37,61.89,0.52,1,0.655,0.345
3528205,Macedônia,SP,,72.5,,1,0.655,0.345
3501202,Álvares Florence,SP,,72.05,,1,0.655,0.345
4114302,Mandirituba,PR,79.38,64.48,-14.9,1,0.655,0.345
3505005,Barão de Antonina,SP,,64.23,,1,0.655,0.345
3527256,Lourdes,SP,,72.22,,1,0.655,0.345
3527801,Lupércio,SP,,60.96,,1,0.655,0.345
4307864,Fagundes Varela,RS,92.86,69.2,-23.66,1,0.655,0.345
3525607,João Ramalho,SP,,65.42,,0,0.655,0.345
4204509,Corupá,SC,61.16,79.7,18.54,0,0.655,0.345
3532843,Nova Canaã Paulista,SP,,72.22,,1,0.655,0.345
3514957,Embaúba,SP,,73.08,,1,0.655,0.345
3514205,Dolcinópolis,SP,,65.38,,0,0.655,0.345
3536901,Pedranópolis,SP,,72.73,,1,0.655,0.345
3533254,Novais,SP,,63.99,,1,0.655,0.345
3508900,Caiabu,SP,,65.71,,1,0.655,0.345
3118205,Conquista,MG,68.73,65.5,-3.23,1,0.656,0.344
3162005,São Gonçalo do Sapucaí,MG,75.96,76.3,0.34,0,0.656,0.344
3153400,Presidente Olegário,MG,77.37,78.27,0.9,0,0.656,0.344
2914703,Itaberaba,BA,42.22,41.07,-1.15,0,0.656,0.344
3513900,Divinolândia,SP,,61.36,,1,0.656,0.344
4212403,Pedras Grandes,SC,81.73,69.2,-12.53,1,0.656,0.344
3541703,Quatá,SP,,68.43,,1,0.657,0.343
3143708,Morro do Pilar,MG,69.29,61.85,-7.44,1,0.657,0.343
2612208,Salgueiro,PE,75.94,75.13,-0.81,1,0.657,0.343
3508405,Cabreúva,SP,,64.6,,1,0.657,0.343
3116209,Chiador,MG,77.53,76.01,-1.52,0,0.657,0.343
2615003,Taquaritinga do Norte,PE,59.65,59.64,-0.01,1,0.657,0.343
4300208,Ajuricaba,RS,69.32,74.3,4.98,0,0.658,0.342
1302405,Lábrea,AM,66.84,68.07,1.23,0,0.658,0.342
3514809,Eldorado,SP,,75.19,,0,0.659,0.341
3537701,Piacatu,SP,,76.68,,1,0.659,0.341
3538204,Pinhalzinho,SP,,78.79,,0,0.659,0.341
3554409,Terra Roxa,SP,,74.29,,0,0.659,0.341
3536406,Paulicéia,SP,,75.86,,1,0.659,0.341
3534807,Ouro Verde,SP,,76.07,,0,0.659,0.341
3543709,Rincão,SP,,74.83,,0,0.659,0.341
3501806,Américo de Campos,SP,,78.38,,1,0.659,0.341
3532504,Neves Paulista,SP,,74.47,,1,0.659,0.341
3504206,Auriflama,SP,,77.87,,1,0.659,0.341
3503406,Arealva,SP,,79.38,,1,0.659,0.341
3506409,Bilac,SP,,74.74,,1,0.659,0.341
3514502,Duartina,SP,,77.0,,0,0.659,0.341
3504404,Avanhandava,SP,,77.37,,1,0.659,0.341
3521507,Irapuã,SP,,76.62,,1,0.659,0.341
3548203,Santo Antônio do Pinhal,SP,,73.68,,1,0.659,0.341
3162948,São José da Barra,MG,85.61,75.22,-10.39,1,0.66,0.34
1706001,Couto Magalhães,TO,48.18,49.04,0.86,0,0.66,0.34
3518305,Guararema,SP,,76.97,,1,0.66,0.34
3160405,Santo Antônio do Monte,MG,82.37,81.35,-1.02,0,0.66,0.34
3546702,Santa Gertrudes,SP,,64.05,,1,0.66,0.34
1500206,Acará,PA,39.02,41.73,2.71,0,0.66,0.34
3533502,Novo Horizonte,SP,,75.66,,1,0.66,0.34
3540002,Pompéia,SP,,60.32,,0,0.66,0.34
1705557,Combinado,TO,62.09,56.14,-5.95,1,0.661,0.339
3126307,Fortaleza de Minas,MG,70.59,62.75,-7.84,1,0.661,0.339
3510153,Canitar,SP,,79.49,,0,0.661,0.339
2107704,Paraibano,MA,78.85,74.65,-4.2,0,0.662,0.338
5200258,Águas Lindas de Goiás,GO,48.9,53.9,5.0,1,0.662,0.338
3305505,Saquarema,RJ,63.54,62.51,-1.03,1,0.662,0.338
3554201,Tejupá,SP,,59.38,,0,0.662,0.338
3104809,Augusto de Lima,MG,48.19,48.8,0.61,1,0.662,0.338
3502804,Araçatuba,SP,,74.22,,1,0.662,0.338
2100956,Arame,MA,76.25,74.44,-1.81,1,0.662,0.338
4321634,Três Arroios,RS,100.0,40.0,-60.0,1,0.662,0.338
3124609,Estrela Dalva,MG,87.26,66.67,-20.59,1,0.662,0.338
4215554,Santa Helena,SC,78.34,66.67,-11.67,1,0.663,0.337
2605806,Frei Miguelinho,PE,68.03,70.68,2.65,1,0.663,0.337
4312351,Montauri,RS,100.0,75.0,-25.0,1,0.663,0.337
3147006,Paracatu,MG,67.07,68.16,1.09,1,0.663,0.337
3125804,Fernandes Tourinho,MG,63.45,52.38,-11.07,1,0.663,0.337
3553401,Tanabi,SP,,74.07,,0,0.663,0.337
3170305,Umburatiba,MG,63.7,52.43,-11.27,1,0.663,0.337
3536000,Parapuã,SP,,73.38,,1,0.663,0.337
3547601,Santa Rosa de Viterbo,SP,,75.32,,0,0.663,0.337
2910701,Euclides da Cunha,BA,33.34,31.34,-2.0,1,0.664,0.336
5000906,Antônio João,MS,54.07,56.2,2.13,1,0.664,0.336
2915601,Itamaraju,BA,44.07,37.41,-6.66,1,0.664,0.336
2928604,Santo Amaro,BA,43.81,36.96,-6.85,0,0.664,0.336
2501203,Areial,PB,92.86,70.75,-22.11,1,0.664,0.336
4215075,Riqueza,SC,83.43,72.07,-11.36,1,0.664,0.336
3112505,Capim Branco,MG,,77.92,,0,0.664,0.336
5005707,Naviraí,MS,60.27,59.87,-0.4,1,0.665,0.335
1720655,Silvanópolis,TO,34.74,37.39,2.65,1,0.665,0.335
4205100,Dona Emma,SC,86.17,88.51,2.34,0,0.665,0.335
2604403,Chã de Alegria,PE,62.99,63.28,0.29,0,0.666,0.334
1300060,Amaturá,AM,62.67,64.58,1.91,1,0.666,0.334
3508702,Caconde,SP,70.13,70.02,-0.11,1,0.666,0.334
2600500,Águas Belas,PE,57.56,59.77,2.21,0,0.666,0.334
3536307,Patrocínio Paulista,SP,,67.0,,1,0.666,0.334
1711951,Lagoa do Tocantins,TO,20.75,15.09,-5.66,1,0.666,0.334
3117405,Conceição de Ipanema,MG,90.0,74.88,-15.12,1,0.666,0.334
3119807,Córrego Danta,MG,84.09,75.27,-8.82,1,0.666,0.334
1600550,Pracuúba,AP,36.41,30.66,-5.75,0,0.666,0.334
3521101,Ipeúna,SP,,62.62,,1,0.666,0.334
3532207,Narandiba,SP,,60.6,,0,0.666,0.334
2611200,Poção,PE,62.55,64.18,1.63,0,0.666,0.334
3508801,Cafelândia,SP,58.79,60.44,1.65,1,0.666,0.334
3514304,Dourado,SP,,71.85,,0,0.666,0.334
3519055,Holambra,SP,,62.59,,0,0.666,0.334
2909505,Cravolândia,BA,57.33,34.55,-22.78,1,0.667,0.333
5106653,Pontal do Araguaia,MT,69.67,51.2,-18.47,1,0.667,0.333
2510501,Olivedos,PB,54.26,41.57,-12.69,1,0.667,0.333
3533809,Óleo,SP,,70.0,,1,0.668,0.332
2209302,Santa Luz,PI,100.0,55.68,-44.32,1,0.668,0.332
2411429,Santana do Seridó,RN,52.34,40.91,-11.43,1,0.668,0.332
3160306,Santo Antônio do Jacinto,MG,62.95,65.72,2.77,0,0.668,0.332
3500907,Altair,SP,,62.85,,0,0.668,0.332
2406403,Lagoa de Velhos,RN,41.67,29.67,-12.0,1,0.668,0.332
2924504,Pindaí,BA,71.04,38.33,-32.71,1,0.668,0.332
1300144,Apuí,AM,62.57,64.17,1.6,1,0.668,0.332
3103108,Antônio Prado de Minas,MG,78.57,86.67,8.1,1,0.668,0.332
3533304,Nova Luzitânia,SP,,73.33,,0,0.668,0.332
3555307,Turmalina,SP,,70.59,,1,0.668,0.332
3502002,Analândia,SP,,68.65,,0,0.668,0.332
3546207,Santa Cruz da Conceição,SP,,73.36,,1,0.668,0.332
3541653,Quadra,SP,,65.39,,1,0.668,0.332
2409506,Pedra Grande,RN,45.48,44.5,-0.98,0,0.669,0.331
3543204,Ribeirão do Sul,SP,,58.93,,1,0.669,0.331
3144672,Nova Belém,MG,50.0,48.0,-2.0,1,0.669,0.331
2905206,Caetité,BA,49.15,39.02,-10.13,1,0.669,0.331
1712157,Lavandeira,TO,69.23,58.81,-10.42,1,0.669,0.331
3517604,Guapiara,SP,,60.31,,0,0.669,0.331
2916401,Itapetinga,BA,39.63,32.22,-7.41,1,0.669,0.331
1709807,Ipueiras,TO,27.27,21.43,-5.84,0,0.67,0.33
2602100,Bom Conselho,PE,59.98,60.74,0.76,0,0.67,0.33
2601003,Angelim,PE,62.05,62.41,0.36,1,0.67,0.33
2513927,São Bentinho,PB,65.98,60.02,-5.96,1,0.67,0.33
2918001,Jequié,BA,37.87,39.48,1.61,1,0.67,0.33
2909802,Cruz das Almas,BA,34.64,33.56,-1.08,1,0.67,0.33
2928802,Santo Estêvão,BA,32.65,31.86,-0.79,0,0.67,0.33
3150000,Pescador,MG,88.06,77.59,-10.47,1,0.671,0.329
2612505,Santa Cruz do Capibaribe,PE,52.81,55.94,3.13,0,0.671,0.329
4218350,Treviso,SC,68.59,56.3,-12.29,1,0.672,0.328
3532801,Nova Aliança,SP,,73.75,,1,0.672,0.328
3539004,Pirangi,SP,,75.61,,1,0.672,0.328
4104253,Campo Magro,PR,59.84,57.97,-1.87,1,0.672,0.328
4217105,São Martinho,SC,68.21,56.74,-11.47,1,0.672,0.328
3555356,Ubarana,SP,,74.44,,1,0.672,0.328
3507209,Borá,SP,,58.33,,1,0.673,0.327
1720937,Taipas do Tocantins,TO,55.85,55.56,-0.29,1,0.673,0.327
1718402,Presidente Kennedy,TO,69.46,57.83,-11.63,0,0.673,0.327
2509339,Matinhas,PB,79.28,72.67,-6.61,1,0.673,0.327
4118907,Pérola,PR,78.4,62.28,-16.12,1,0.673,0.327
1712009,Lajeado,TO,40.45,38.15,-2.3,1,0.673,0.327
4201901,Aurora,SC,72.91,76.68,3.77,0,0.674,0.326
2208809,Regeneração,PI,40.89,31.32,-9.57,1,0.674,0.326
3121704,Diogo de Vasconcelos,MG,78.42,76.25,-2.17,1,0.674,0.326
4122602,Rondon,PR,68.42,41.63,-26.79,1,0.674,0.326
1100106,Guajará-Mirim,RO,44.25,45.65,1.4,1,0.674,0.326
4214201,Quilombo,SC,67.13,70.08,2.95,1,0.675,0.325
3107802,Bom Jesus do Galho,MG,74.34,77.48,3.14,0,0.675,0.325
1100809,Candeias do Jamari,RO,48.96,51.63,2.67,1,0.675,0.325
